TeamId,TeamName,SubmissionDate,Score
372196,Allegro,"2016-09-18 04:46:14",0.56378
372584,pbreithaupt,"2016-09-18 08:35:54",0.69314
372171,"Abhimanyu Dikshit","2016-09-18 08:36:33",0.16702
370819,Joey,"2016-09-18 11:37:49",0.69314
370819,Joey,"2016-09-18 13:39:10",0.27930
372772,"Xueyi Zou","2016-09-18 15:52:47",5.24717
372171,"Abhimanyu Dikshit","2016-09-18 17:10:07",0.15117
372196,Allegro,"2016-09-18 19:54:55",0.51238
372878,"Vishwanath Sangale","2016-09-18 20:55:37",16.94903
372961,PriyankaDwivedi,"2016-09-19 02:30:17",0.34584
370819,Joey,"2016-09-19 03:17:04",0.27608
372878,"Vishwanath Sangale","2016-09-19 05:42:53",0.69557
368414,"Alexander S.","2016-09-19 06:07:52",0.31785
372171,"Abhimanyu Dikshit","2016-09-19 16:23:44",0.14780
373680,LoicG,"2016-09-20 16:34:47",17.26938
368950,"Dave Jansing","2016-09-21 01:17:46",0.38179
370372,"Riken Mehta","2016-09-21 01:55:10",6.75200
368950,"Dave Jansing","2016-09-21 04:11:17",0.37239
373905,"Vikash Kathirvel","2016-09-21 06:22:10",1.16845
370372,"Riken Mehta","2016-09-21 07:52:45",0.54957
374010,dan1900,"2016-09-21 10:11:48",0.98919
374010,dan1900,"2016-09-21 10:12:47",0.98367
374027,"Алексей Когай","2016-09-21 11:15:08",0.71674
374094,"Andrew S","2016-09-21 15:08:52",3.03116
368495,"Bojan Tunguz","2016-09-22 00:06:45",0.05357
368495,"Bojan Tunguz","2016-09-22 00:07:52",0.05323
368495,"Bojan Tunguz","2016-09-22 00:09:45",0.05139
374288,"Charles Costello","2016-09-22 02:26:04",17.26938
374384,SanjeetGupta,"2016-09-22 05:49:20",0.54207
374010,dan1900,"2016-09-22 06:52:35",0.22557
374010,dan1900,"2016-09-22 09:38:47",0.14302
374655,lcousin,"2016-09-22 18:34:30",15.79406
374010,dan1900,"2016-09-23 00:39:55",0.14302
374384,SanjeetGupta,"2016-09-23 03:34:33",0.46988
368495,"Bojan Tunguz","2016-09-23 12:27:47",0.05133
368495,"Bojan Tunguz","2016-09-23 12:28:34",0.05133
368495,"Bojan Tunguz","2016-09-23 12:29:15",0.05133
368950,"Dave Jansing","2016-09-23 16:41:06",0.31756
368950,"Dave Jansing","2016-09-23 20:03:58",0.29234
375425,"Mikhail Yurasov","2016-09-24 11:50:58",0.04790
370819,Joey,"2016-09-24 13:53:48",0.26361
375493,MartinHoráček,"2016-09-24 17:12:54",17.26404
375493,MartinHoráček,"2016-09-24 18:30:59",17.19777
375493,MartinHoráček,"2016-09-24 20:04:10",0.85205
375493,MartinHoráček,"2016-09-24 20:07:00",0.84436
375660,hatoo,"2016-09-25 03:48:11",0.59131
375660,hatoo,"2016-09-25 04:40:41",0.55262
368495,"Bojan Tunguz","2016-09-25 13:09:45",0.05130
368495,"Bojan Tunguz","2016-09-25 13:10:25",0.05129
368495,"Bojan Tunguz","2016-09-25 13:11:05",0.05129
375660,hatoo,"2016-09-25 14:41:26",0.11243
375660,hatoo,"2016-09-25 15:59:21",0.09350
376074,XingoBar,"2016-09-26 06:16:36",2.71371
376074,XingoBar,"2016-09-26 06:22:48",0.55869
370819,Joey,"2016-09-26 11:51:21",0.26100
370819,Joey,"2016-09-26 13:53:40",0.23505
368965,"Nguyen Son Tung","2016-09-26 15:00:33",0.45432
368624,tequiller,"2016-09-26 19:19:07",0.42122
376459,"Rajib Chakravorty","2016-09-27 00:19:37",0.65553
376459,"Rajib Chakravorty","2016-09-27 01:50:00",0.63987
376510,SayaliShirode,"2016-09-27 03:50:35",7.39228
376510,SayaliShirode,"2016-09-27 04:56:03",4.71462
372148,ZengqiangYan,"2016-09-27 11:42:08",0.17233
368624,tequiller,"2016-09-27 16:19:39",0.41935
368495,"Bojan Tunguz","2016-09-27 17:20:35",0.05122
368495,"Bojan Tunguz","2016-09-27 17:21:16",0.05116
368495,"Bojan Tunguz","2016-09-27 17:22:07",0.05112
368495,"Bojan Tunguz","2016-09-27 17:28:19",0.05092
376027,RobertColeman,"2016-09-27 18:19:33",16.97941
376510,SayaliShirode,"2016-09-27 20:09:08",3.61654
376027,RobertColeman,"2016-09-28 01:11:08",10.82895
376027,RobertColeman,"2016-09-28 02:30:01",8.84288
376510,SayaliShirode,"2016-09-28 03:36:37",2.83809
376510,SayaliShirode,"2016-09-28 03:46:16",1.59476
376510,SayaliShirode,"2016-09-28 04:17:00",0.25581
372878,"Vishwanath Sangale","2016-09-28 04:30:23",0.24500
377031,XiangHe,"2016-09-28 05:57:39",4.24417
376459,"Rajib Chakravorty","2016-09-28 10:53:23",0.62392
368965,"Nguyen Son Tung","2016-09-28 11:38:30",0.20202
368495,"Bojan Tunguz","2016-09-28 14:10:57",0.05025
368495,"Bojan Tunguz","2016-09-28 14:12:00",0.04958
368495,"Bojan Tunguz","2016-09-28 14:12:52",0.04857
368495,"Bojan Tunguz","2016-09-28 14:13:37",0.04786
368495,"Bojan Tunguz","2016-09-28 14:14:47",0.04751
377031,XiangHe,"2016-09-28 15:03:53",1.13841
377353,"Hyunwoo Jung","2016-09-28 19:14:49",12.16210
377472,TruongPhuocHung,"2016-09-28 23:45:16",4.41272
368495,"Bojan Tunguz","2016-09-29 00:16:23",0.04739
368495,"Bojan Tunguz","2016-09-29 00:18:07",0.04732
368495,"Bojan Tunguz","2016-09-29 00:18:57",0.04724
377353,"Hyunwoo Jung","2016-09-29 01:41:06",0.69314
375928,Disgon,"2016-09-29 02:41:00",17.22010
375928,Disgon,"2016-09-29 03:45:59",2.51780
376027,RobertColeman,"2016-09-29 05:29:50",1.08251
376027,RobertColeman,"2016-09-29 05:33:17",1.05935
377591,"Wataru Yasuda","2016-09-29 08:34:28",4.08391
371363,ArnaudDelaunay,"2016-09-29 14:25:56",0.09663
377790,"xavier illa","2016-09-29 18:54:26",0.53512
375928,Disgon,"2016-09-29 21:34:11",0.06668
377591,"Wataru Yasuda","2016-09-30 03:20:34",1.01130
377916,JoyLe,"2016-09-30 03:21:56",6.64259
377591,"Wataru Yasuda","2016-09-30 06:16:32",0.20730
377916,JoyLe,"2016-09-30 07:23:30",0.44504
378037,Omeprazole,"2016-09-30 07:28:37",17.47405
378037,Omeprazole,"2016-09-30 08:14:32",4.18614
376027,RobertColeman,"2016-09-30 13:34:55",0.35928
376027,RobertColeman,"2016-09-30 21:19:07",0.25798
378403,buckthoothsir,"2016-10-01 07:35:55",17.40498
377790,"xavier illa","2016-10-01 15:26:00",0.07673
368965,"Nguyen Son Tung","2016-10-01 16:13:26",0.20070
377790,"xavier illa","2016-10-01 17:19:57",0.06696
377790,"xavier illa","2016-10-01 18:03:28",0.06634
378669,"Oscar Friberg","2016-10-01 22:22:31",17.57066
376027,RobertColeman,"2016-10-02 06:04:35",0.25556
378669,"Oscar Friberg","2016-10-02 07:36:19",14.30182
378669,"Oscar Friberg","2016-10-02 09:58:13",12.54459
378669,"Oscar Friberg","2016-10-02 14:03:43",8.48835
378791,"Ben KTByte","2016-10-02 15:35:13",1.50314
378791,"Ben KTByte","2016-10-02 16:57:35",0.69314
378791,"Ben KTByte","2016-10-02 17:07:25",0.40092
375425,"Mikhail Yurasov","2016-10-03 04:40:27",0.04790
375425,"Mikhail Yurasov","2016-10-03 04:51:30",0.04714
376027,RobertColeman,"2016-10-03 13:40:16",0.18205
379501,"Boris Filippov","2016-10-03 17:19:59",0.22971
378669,"Oscar Friberg","2016-10-03 18:00:07",7.99651
368495,"Bojan Tunguz","2016-10-04 01:06:32",0.04476
375425,"Mikhail Yurasov","2016-10-04 09:16:35",0.04556
378403,buckthoothsir,"2016-10-04 13:06:48",17.39945
368495,"Bojan Tunguz","2016-10-04 13:29:14",0.04464
368495,"Bojan Tunguz","2016-10-04 13:34:33",0.04420
379959,PascaldeBuren,"2016-10-04 14:08:15",0.04793
379980,"Miha Skalic","2016-10-04 15:21:34",0.44950
380132,YoungChung,"2016-10-04 23:13:31",7.22282
378505,"sakares saengkaew","2016-10-05 05:07:29",0.04718
380306,"Oleg Ivanov","2016-10-05 09:46:41",0.20440
380363,mmohan,"2016-10-05 11:58:02",0.31379
375928,Disgon,"2016-10-05 13:04:00",0.06423
380132,YoungChung,"2016-10-05 13:05:52",2.84050
368495,"Bojan Tunguz","2016-10-05 14:47:41",0.04417
368495,"Bojan Tunguz","2016-10-05 14:56:46",0.04296
380472,daniel,"2016-10-05 16:00:04",17.43538
380472,daniel,"2016-10-05 16:11:38",17.41594
379980,"Miha Skalic","2016-10-05 16:28:02",0.37406
372516,"Nguyen Khanh","2016-10-05 19:02:24",0.69314
380637,bilevCounts,"2016-10-05 20:22:02",1.01407
380472,daniel,"2016-10-05 23:58:42",14.08922
380787,"Oliver Han","2016-10-06 01:33:55",0.69314
380472,daniel,"2016-10-06 02:22:45",12.30419
381110,DustyWhite,"2016-10-06 15:59:44",19.20653
381223,"Pierre Cardona","2016-10-06 18:07:38",2.94176
380637,bilevCounts,"2016-10-06 18:24:31",0.19978
381110,DustyWhite,"2016-10-06 19:13:02",0.81329
379980,"Miha Skalic","2016-10-06 19:46:47",0.34182
381464,"Jonathan Moreno","2016-10-07 07:17:35",4.06182
376027,RobertColeman,"2016-10-07 12:33:05",0.17462
381635,"Alistair Owen","2016-10-07 14:03:13",17.40157
380132,YoungChung,"2016-10-08 12:43:32",1.02512
382156,GeorgiyFomichev,"2016-10-08 12:56:58",17.11209
377591,"Wataru Yasuda","2016-10-08 14:07:37",0.19341
379980,"Miha Skalic","2016-10-08 16:58:47",0.18431
379980,"Miha Skalic","2016-10-08 19:44:03",0.17364
382336,JGuillaumin,"2016-10-08 20:56:20",17.26938
382418,PhilDavies,"2016-10-09 02:49:37",6.73100
377790,"xavier illa","2016-10-09 10:21:50",0.05765
380637,bilevCounts,"2016-10-09 11:09:00",0.19251
377591,"Wataru Yasuda","2016-10-09 12:33:15",0.09550
368495,"Bojan Tunguz","2016-10-09 14:51:29",0.04288
379980,"Miha Skalic","2016-10-09 14:54:30",0.16593
377790,"xavier illa","2016-10-09 15:57:58",0.05481
382418,PhilDavies,"2016-10-09 20:36:50",5.33561
381464,"Jonathan Moreno","2016-10-09 20:51:07",0.33228
380472,daniel,"2016-10-09 21:05:55",0.63188
382884,HareshChudgar,"2016-10-09 23:36:36",3.71365
382884,HareshChudgar,"2016-10-10 04:49:28",1.01130
383031,BindoBishorgho,"2016-10-10 07:59:54",0.68877
382418,PhilDavies,"2016-10-10 09:01:50",3.59760
368850,xiaobai,"2016-10-10 10:49:16",0.21462
381635,"Alistair Owen","2016-10-10 13:47:35",12.13956
368495,"Bojan Tunguz","2016-10-10 14:19:38",0.04288
383442,"Mianzhi Wang","2016-10-10 21:53:28",2.09169
383442,"Mianzhi Wang","2016-10-10 23:04:54",0.22628
384172,hitszzy,"2016-10-11 10:30:58",0.40894
368495,"Bojan Tunguz","2016-10-11 12:16:58",0.04267
368495,"Bojan Tunguz","2016-10-12 14:40:53",0.04261
368495,"Bojan Tunguz","2016-10-12 14:42:32",0.04255
385873,fjXiaoTang,"2016-10-13 07:37:31",0.14561
368495,"Bojan Tunguz","2016-10-13 11:31:58",0.04245
368495,"Bojan Tunguz","2016-10-13 11:35:24",0.04241
386303,Mougatine,"2016-10-13 19:44:42",0.79209
386340,scwebsurfer,"2016-10-13 20:50:25",3.34062
386340,scwebsurfer,"2016-10-13 22:27:46",0.36320
374364,sunqin,"2016-10-14 04:03:19",0.85380
386901,"Patrick Fichou","2016-10-14 19:22:18",0.32052
387347,PrajwalKR,"2016-10-15 17:08:15",1.65706
386340,scwebsurfer,"2016-10-15 21:24:26",0.35982
387470,RogerCheng,"2016-10-15 23:58:43",8.25070
386340,scwebsurfer,"2016-10-16 07:43:04",0.23899
386340,scwebsurfer,"2016-10-16 08:12:03",0.23867
386340,scwebsurfer,"2016-10-16 08:38:04",0.17658
382030,bestaar,"2016-10-16 12:31:47",1.74116
387799,"Michelle Gill","2016-10-16 17:54:46",1.11262
386247,GabrielVictorinoCardoso,"2016-10-16 19:26:31",17.23347
387347,PrajwalKR,"2016-10-16 19:50:57",1.36955
387904,Damodar,"2016-10-16 20:40:13",0.69314
387909,"Alex Dlikman","2016-10-16 20:52:43",1.87338
387904,Damodar,"2016-10-17 02:46:10",0.62793
388025,Yujie,"2016-10-17 02:59:54",0.66968
387904,Damodar,"2016-10-17 03:20:28",0.56438
387904,Damodar,"2016-10-17 07:02:19",0.52993
388125,GideonBeyrle,"2016-10-17 07:07:53",3.89324
382030,bestaar,"2016-10-17 08:31:39",0.18220
387909,"Alex Dlikman","2016-10-17 08:41:34",0.22453
386901,"Patrick Fichou","2016-10-17 08:54:15",0.14990
374364,sunqin,"2016-10-17 09:34:52",0.50841
382030,bestaar,"2016-10-17 13:33:55",0.06983
382030,bestaar,"2016-10-17 14:49:59",0.06930
387904,Damodar,"2016-10-17 15:36:00",0.49380
387470,RogerCheng,"2016-10-17 21:00:30",7.96058
368495,"Bojan Tunguz","2016-10-17 21:25:43",0.04241
387904,Damodar,"2016-10-18 00:49:22",0.48693
388819,"Erlend Davidson","2016-10-18 10:56:43",1.23139
388819,"Erlend Davidson","2016-10-18 11:14:05",0.21090
388125,GideonBeyrle,"2016-10-18 13:17:00",0.98643
387347,PrajwalKR,"2016-10-18 15:39:35",0.73190
389035,apsolver,"2016-10-18 17:55:29",3.73852
386340,scwebsurfer,"2016-10-18 19:06:41",0.11628
386340,scwebsurfer,"2016-10-18 21:03:32",0.10662
388398,"Benjamin Derville","2016-10-19 06:04:32",17.26938
388398,"Benjamin Derville","2016-10-19 08:46:47",15.18235
388398,"Benjamin Derville","2016-10-19 09:20:03",0.12095
389484,:-D,"2016-10-19 11:55:54",1.60645
387239,DeepBrain,"2016-10-19 14:03:19",0.13999
387904,Damodar,"2016-10-19 15:22:11",0.36180
387904,Damodar,"2016-10-19 16:58:42",0.36069
387470,RogerCheng,"2016-10-19 20:41:32",2.88628
389484,:-D,"2016-10-19 20:54:54",0.48936
389484,:-D,"2016-10-19 20:55:37",0.42705
380750,AndyD,"2016-10-19 23:24:49",1.50314
388819,"Erlend Davidson","2016-10-19 23:58:18",0.14719
389834,LR,"2016-10-20 01:30:52",0.10068
388025,Yujie,"2016-10-20 02:05:42",0.46146
388025,Yujie,"2016-10-20 05:24:24",0.45405
388025,Yujie,"2016-10-20 06:51:30",0.40614
388025,Yujie,"2016-10-20 08:37:34",0.36183
388025,Yujie,"2016-10-20 09:37:53",0.35496
388819,"Erlend Davidson","2016-10-20 15:09:42",0.13419
387347,PrajwalKR,"2016-10-20 17:25:42",0.70735
388025,Yujie,"2016-10-21 01:29:01",0.33144
390528,redfox,"2016-10-21 02:46:59",0.07736
387470,RogerCheng,"2016-10-21 04:07:13",1.45063
387470,RogerCheng,"2016-10-21 04:52:39",0.28663
372878,"Vishwanath Sangale","2016-10-21 07:59:57",0.21583
388025,Yujie,"2016-10-21 10:10:02",0.32247
390739,zmonoid,"2016-10-21 11:47:24",0.16198
388819,"Erlend Davidson","2016-10-21 20:58:29",0.10642
388025,Yujie,"2016-10-22 01:46:29",0.31803
388025,Yujie,"2016-10-22 03:29:24",0.26900
388025,Yujie,"2016-10-22 06:57:06",0.26596
387904,Damodar,"2016-10-22 07:27:09",0.04779
387909,"Alex Dlikman","2016-10-22 13:18:10",0.12625
390739,zmonoid,"2016-10-22 14:01:44",0.08518
388819,"Erlend Davidson","2016-10-22 18:44:13",0.10354
390740,skyfengye741,"2016-10-23 07:26:31",17.26938
391638,Dataista,"2016-10-23 10:38:14",4.02414
389484,:-D,"2016-10-23 10:39:39",0.29823
389484,:-D,"2016-10-23 12:06:06",0.25230
387239,DeepBrain,"2016-10-23 12:09:50",0.07110
390740,skyfengye741,"2016-10-23 12:52:56",1.53611
387909,"Alex Dlikman","2016-10-23 18:02:09",0.11705
391848,Gliganul,"2016-10-23 19:12:51",1.22406
391560,bigsnarfdude,"2016-10-23 19:19:01",17.26978
391560,bigsnarfdude,"2016-10-23 19:20:27",17.26938
391848,Gliganul,"2016-10-23 21:20:51",0.23213
380306,"Oleg Ivanov","2016-10-24 05:32:41",0.20347
387909,"Alex Dlikman","2016-10-24 07:21:16",0.10431
387909,"Alex Dlikman","2016-10-24 07:45:51",0.09372
392396,"Alexey Lu","2016-10-24 16:27:03",14.54791
370973,installtt,"2016-10-24 17:41:50",0.25407
368495,"Bojan Tunguz","2016-10-24 20:01:07",0.04236
368495,"Bojan Tunguz","2016-10-24 20:01:48",0.04223
392396,"Alexey Lu","2016-10-24 20:16:05",0.71018
388819,"Erlend Davidson","2016-10-24 23:14:23",0.09327
368495,"Bojan Tunguz","2016-10-25 00:04:17",0.04221
368495,"Bojan Tunguz","2016-10-25 00:05:38",0.04220
389834,LR,"2016-10-25 04:06:46",0.08566
390739,zmonoid,"2016-10-25 07:28:33",0.04715
387347,PrajwalKR,"2016-10-25 07:54:19",0.45730
392838,AnuragSahoo,"2016-10-25 10:21:47",3.79931
387347,PrajwalKR,"2016-10-25 13:16:41",0.37176
387347,PrajwalKR,"2016-10-25 17:41:24",0.36499
389196,"Timur Islamov","2016-10-25 17:59:16",0.36227
389196,"Timur Islamov","2016-10-25 18:31:58",0.30997
389196,"Timur Islamov","2016-10-25 20:34:58",0.29556
392396,"Alexey Lu","2016-10-26 05:43:35",0.68322
393352,"Ana Maria Popescu","2016-10-26 06:34:18",0.69314
393366,"Shaun the Sheep","2016-10-26 07:35:09",17.26978
393366,"Shaun the Sheep","2016-10-26 07:57:29",0.69314
393471,saurabhrajkarnikar,"2016-10-26 12:42:33",17.20322
393471,saurabhrajkarnikar,"2016-10-26 13:17:16",9.08353
393471,saurabhrajkarnikar,"2016-10-26 13:20:32",5.03974
393471,saurabhrajkarnikar,"2016-10-26 13:24:48",3.54840
380306,"Oleg Ivanov","2016-10-27 05:53:57",0.15793
377591,"Wataru Yasuda","2016-10-28 06:21:12",0.08897
393831,kelsey,"2016-10-28 10:13:48",1.09144
387239,DeepBrain,"2016-10-28 12:14:28",0.06450
394931,aquachieh,"2016-10-28 16:13:09",0.46877
394931,aquachieh,"2016-10-28 16:42:40",0.37399
395111,jesseab,"2016-10-28 20:58:47",17.07616
395111,jesseab,"2016-10-28 22:23:26",1.19448
395111,jesseab,"2016-10-28 22:24:22",0.83224
395207,"Hai Ning","2016-10-29 02:14:06",1.68551
380132,YoungChung,"2016-10-29 05:28:54",0.51670
393352,"Ana Maria Popescu","2016-10-29 08:23:47",0.66975
395313,Alfonso,"2016-10-29 09:40:37",3.58378
387347,PrajwalKR,"2016-10-29 13:42:25",0.36460
395207,"Hai Ning","2016-10-29 15:28:42",0.13971
394931,aquachieh,"2016-10-29 15:45:36",0.33567
387347,PrajwalKR,"2016-10-29 17:58:18",0.29085
395615,"Vincent Pham","2016-10-30 03:06:58",0.97263
395111,jesseab,"2016-10-30 04:56:01",0.69317
387347,PrajwalKR,"2016-10-30 06:50:15",0.28665
395045,leahob,"2016-10-30 09:13:51",0.75577
395742,hackerinheels,"2016-10-30 09:50:15",0.69314
387347,PrajwalKR,"2016-10-30 20:19:02",0.28175
396133,LzjtuEr,"2016-10-31 01:37:11",3.49451
396133,LzjtuEr,"2016-10-31 01:51:04",3.11580
392626,"Jeremy Howard","2016-10-31 02:33:57",33.37865
396182,BradKenstler,"2016-10-31 03:39:28",17.29446
396206,Agent007,"2016-10-31 05:06:40",12.21646
394524,Rachel,"2016-10-31 05:15:36",17.26216
392626,"Jeremy Howard","2016-10-31 05:19:00",1.16052
392626,"Jeremy Howard","2016-10-31 05:21:45",0.26972
392626,"Jeremy Howard","2016-10-31 05:23:59",0.17918
396211,jqadruddin,"2016-10-31 05:36:44",17.13695
395946,"Ben Bowles","2016-10-31 06:17:49",16.65117
393352,"Ana Maria Popescu","2016-10-31 06:57:45",0.10008
395946,"Ben Bowles","2016-10-31 07:03:59",0.82035
396211,jqadruddin,"2016-10-31 08:20:07",1.14946
